Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup,type,size_type
Bukit Tunku (Kenny Hills),2200000,5,3,3287.087,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Large
Cheras,474000,2,2,1017.595,Unfurnished,Land area,2,0,0,Condominium,Bronze,Medium
Damansara Heights,12500000,9,8,8000.0,Fully Furnished,Land area,5,2,0,Bungalow,Deluxe,Extra Large
Desa ParkCity,2800000,4,2,56.575,Partly Furnished,Land area,4,1,0,Terrace/Link House,Gold,Small
Desa Pandan,1300000,2,2,1538.038,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Desa Pandan,760000,2,2,1087.087,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Desa Pandan,1050000,2,2,1410.01,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Ampang,630000,2,1,856.056,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
KLCC,1150000,4,2,1701.001,Partly Furnished,Built-up,3,1,0,Serviced Residence,Silver,Large
Sentul,810000,3,2,1186.086,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Sentul,850000,4,2,1381.081,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Sentul,680000,3,1,999.099,Partly Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Sentul,1050000,4,2,1567.067,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Sentul,1000000,4,2,1488.088,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Jalan Klang Lama (Old Klang Road),690000,4,2,1615.015,Fully Furnished,Built-up,4,0,0,Condominium,Silver,Large
Wangsa Maju,990000,4,2,1712.012,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Bintang,1285000,2,2,1555.055,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
Wangsa Maju,1100000,4,2,1759.059,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Jalan Klang Lama (Old Klang Road),1050000,4,2,1875.075,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Sungai Besi,3350000,5,4,4065.065,Partly Furnished,Land area,4,1,0,Semi-detached House,Gold,Extra Large
Jalan Klang Lama (Old Klang Road),1150000,2,2,1707.007,Unfurnished,Built-up,2,2,0,Condominium,Silver,Large
Taman Desa,630000,2,1,935.035,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Small
Cheras,1430000,5,4,49.575,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Bangsar,6950000,6,3,4945.045,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Bangsar,6480000,5,3,4025.025,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Extra Large
Bangsar,6880000,6,3,4771.071,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Bangsar,8480000,6,4,5137.037,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Kepong,465000,2,1,930.03,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Mont Kiara,3180000,5,5,65.09,Fully Furnished,Land area,6,1,0,Semi-detached House,Gold,Small
Mont Kiara,3600000,4,4,2000.0,Fully Furnished,Land area,4,0,0,Terrace/Link House,Deluxe,Large
Kepong,2660000,5,6,5000.0,Partly Furnished,Land area,6,0,0,Bungalow,Gold,Extra Large
Kepong,1600000,4,5,63.585,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Kepong,1950000,5,3,55.075,Partly Furnished,Land area,5,1,0,Semi-detached House,Gold,Small
Segambut,1630000,5,2,51.08,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Mont Kiara,2700000,5,3,3220.02,Fully Furnished,Land area,5,0,0,Semi-detached House,Gold,Large
Bandar Menjalara,1680000,4,2,63.585,Partly Furnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Jalan Klang Lama (Old Klang Road),995000,3,2,1710.01,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bangsar,2080000,3,1,53.585,Partly Furnished,Land area,3,0,0,Terrace/Link House,Gold,Small
Bukit Jalil,920000,2,2,1170.07,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Bukit Jalil,800000,2,2,1170.07,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Bukit Jalil,740000,2,1,920.02,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Bukit Jalil,648000,1,1,721.021,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
Bukit Jalil,1999999,5,3,2563.063,Partly Furnished,Built-up,4,1,0,Serviced Residence,Gold,Large
Sungai Besi,628000,2,2,1025.025,Partly Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Cheras,280000,2,1,780.08,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Sungai Besi,560000,2,2,1074.074,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Jalan Klang Lama (Old Klang Road),1288000,4,3,2128.028,Partly Furnished,Built-up,3,2,0,Condominium,Gold,Large
Sentul,680000,3,1,999.099,Unfurnished,Built-up,2,1,0,Condominium,Silver,Medium
Sentul,630000,2,1,800.0,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
Bukit Jalil,700000,3,2,1457.057,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
KLCC,2200000,6,2,4520.02,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Extra Large
KLCC,2500000,6,2,4520.02,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Extra Large
Mont Kiara,1496000,4,3,1496.096,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
KLCC,1295000,2,2,1410.01,Fully Furnished,Built-up,2,0,0,Condominium,Gold,Medium
Cheras,1780000,6,4,60.08,Unfurnished,Land area,6,0,0,Semi-detached House,Gold,Small
Wangsa Maju,1198000,3,3,2266.066,Partly Furnished,Built-up,5,0,0,Condominium,Gold,Large
Mont Kiara,3000000,6,3,3541.041,Partly Furnished,Built-up,4,2,0,Condominium,Gold,Large
Mont Kiara,2300000,6,3,2702.002,Partly Furnished,Built-up,4,2,0,Condominium,Gold,Large
KLCC,10500000,5,3,3638.038,Fully Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
KLCC,4000000,4,2,2195.095,Partly Furnished,Built-up,3,1,0,Serviced Residence,Deluxe,Large
Mont Kiara,2400000,6,3,3043.043,Partly Furnished,Built-up,4,2,0,Condominium,Gold,Large
KLCC,1950000,2,1,1076.076,Partly Furnished,Built-up,2,0,0,Serviced Residence,Gold,Medium
Mont Kiara,2650000,6,3,3169.069,Partly Furnished,Built-up,4,2,0,Condominium,Gold,Large
Mont Kiara,2850000,6,3,3478.078,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
KLCC,2700000,6,3,3800.0,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Extra Large
KLCC,2700000,6,3,3800.0,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Extra Large
Mont Kiara,3190000,5,3,3632.032,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Kepong,1080000,4,2,45.07,Unfurnished,Land area,6,0,0,Terrace/Link House,Silver,Small
Taman Melawati,1480000,4,2,58.585,Partly Furnished,Land area,4,1,0,Terrace/Link House,Gold,Small
Taman Desa,585000,2,1,935.035,Unfurnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
KL Sentral,1240000,2,1,1087.087,Fully Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
KL Sentral,2499999,4,2,1787.087,Fully Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
KL Sentral,1999999,3,1,1485.085,Fully Furnished,Built-up,2,1,0,Serviced Residence,Gold,Large
Mont Kiara,1300000,2,2,1200.0,Partly Furnished,Built-up,3,0,0,Condominium,Gold,Medium
Bukit Jalil,800000,2,2,45.07,Partly Furnished,Land area,3,0,0,Serviced Residence,Silver,Small
Ampang,2772100,7,3,4284.084,Partly Furnished,Land area,5,1,0,Bungalow,Gold,Extra Large
Dutamas,1035000,5,2,1875.075,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Tunku (Kenny Hills),2280000,5,4,2400.0,Fully Furnished,Built-up,3,2,0,Condominium,Gold,Large
Dutamas,1380000,6,2,2400.0,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Bukit Jalil,520000,3,2,1003.003,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
KLCC,950000,1,2,1141.041,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
KLCC,7318000,5,4,7318.018,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Ampang,1900000,6,3,3821.021,Partly Furnished,Land area,5,1,0,Bungalow,Gold,Extra Large
Dutamas,1030000,5,2,1853.053,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Tunku (Kenny Hills),1550000,4,1,2100.0,Fully Furnished,Built-up,4,0,0,Condominium,Gold,Large
Taman Tun Dr Ismail,1480000,3,2,375912.0,Partly Furnished,Land area,4,0,0,Terrace/Link House,Gold,Extra Large
Taman Tun Dr Ismail,1700000,3,3,51.08,Partly Furnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Taman Tun Dr Ismail,2200000,3,4,127554.575,Fully Furnished,Land area,4,1,0,Terrace/Link House,Gold,Extra Large
Damansara Heights,2150000,3,3,51.08,Partly Furnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Jalan Klang Lama (Old Klang Road),2500000,7,5,4817.017,Fully Furnished,Land area,6,1,0,Bungalow,Gold,Extra Large
Bukit Tunku (Kenny Hills),5000000,6,4,4200.0,Partly Furnished,Land area,6,0,0,Semi-detached House,Deluxe,Extra Large
Bangsar,7500000,7,6,8000.0,Partly Furnished,Land area,7,1,0,Bungalow,Deluxe,Extra Large
Bukit Jalil,520000,3,2,1003.003,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Mont Kiara,2750000,7,3,3541.041,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Sungai Besi,600000,2,2,1025.025,Partly Furnished,Built-up,2,1,0,Serviced Residence,Bronze,Medium
Sungai Besi,470000,1,1,780.08,Partly Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
KLCC,3200000,3,2,3383.083,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Kepong,480000,3,1,592.092,Partly Furnished,Land area,3,0,0,Terrace/Link House,Bronze,Small
Desa ParkCity,1200000,3,2,1500.0,Fully Furnished,Built-up,2,1,0,Condominium,Gold,Large
Mont Kiara,600000,1,1,462.062,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Mont Kiara,650000,1,1,745.045,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Wangsa Maju,770000,2,2,1259.059,Unfurnished,Built-up,3,0,0,Condominium,Silver,Medium
Wangsa Maju,1100000,4,2,1759.059,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Sentul,680000,2,1,819.019,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
Sentul,2290000,6,4,3264.064,Unfurnished,Built-up,5,1,0,Condominium,Gold,Large
Sentul,950000,4,2,1488.088,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Sentul,700000,3,1,999.099,Unfurnished,Built-up,2,1,0,Condominium,Silver,Medium
Cheras,535400,2,1,762.062,Partly Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Sentul,808000,4,1,1381.081,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Sentul,1350000,5,2,2049.049,Unfurnished,Built-up,4,1,0,Condominium,Gold,Large
Sentul,730000,3,1,1147.047,Unfurnished,Built-up,2,1,0,Condominium,Silver,Medium
Sentul,1080000,5,2,1567.067,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Setapak,520000,2,2,1313.013,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Setapak,498000,2,2,1333.033,Unfurnished,Built-up,4,0,0,Condominium,Bronze,Medium
Sentul,898000,4,1,1381.081,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Medium
KLCC,2280000,1,1,1087.087,Partly Furnished,Land area,2,0,0,Serviced Residence,Gold,Medium
Sentul,680000,3,1,999.099,Fully Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Sentul,700000,2,1,817.017,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
Cheras,368000,2,1,854.054,Partly Furnished,Built-up,3,0,0,Townhouse,Bronze,Small
Cheras,460000,2,1,912.012,Fully Furnished,Built-up,2,1,0,Condominium,Bronze,Small
Cheras,410000,2,1,1005.005,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Setapak,480000,2,2,1009.009,Fully Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Sungai Besi,625000,2,2,1025.025,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Cheras,570000,2,2,996.096,Partly Furnished,Built-up,2,0,0,Condominium,Bronze,Medium
City Centre,1220000,1,1,1131.031,Fully Furnished,Built-up,1,0,0,Serviced Residence,Gold,Medium
KLCC,800000,1,1,610.01,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
Taman Tun Dr Ismail,1040000,2,1,1313.013,Fully Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Taman Tun Dr Ismail,790000,2,1,876.076,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Sungai Besi,370000,2,1,650.05,Fully Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Wangsa Maju,1250000,4,3,1967.067,Unfurnished,Built-up,3,1,0,Condominium,Gold,Large
Taman Desa,590000,2,1,935.035,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Taman Desa,430000,2,1,578.078,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Bukit Tunku (Kenny Hills),14800000,6,4,8611.011,Fully Furnished,Land area,4,2,0,Bungalow,Deluxe,Extra Large
Sentul,800000,3,1,1186.086,Unfurnished,Built-up,3,1,0,Condominium,Silver,Medium
KLCC,2800000,4,2,3006.006,Fully Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Cheras,390000,2,1,819.019,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),620000,2,2,1030.03,Partly Furnished,Land area,3,0,0,Serviced Residence,Bronze,Medium
Bukit Bintang,680000,2,1,708.008,Fully Furnished,Land area,2,0,0,Serviced Residence,Silver,Small
KLCC,4200000,2,1,1668.068,Partly Furnished,Built-up,2,1,0,Serviced Residence,Deluxe,Large
KLCC,1500000,2,1,1830.03,Partly Furnished,Built-up,2,1,0,Condominium,Gold,Large
Mont Kiara,2150000,3,3,2535.035,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Setapak,895000,3,2,1590.09,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Wangsa Maju,970000,3,2,1909.009,Partly Furnished,Land area,3,2,0,Condominium,Silver,Large
Setapak,780000,3,2,1440.04,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Large
Wangsa Maju,770000,2,2,1259.059,Unfurnished,Land area,3,0,0,Condominium,Silver,Medium
Setapak,1000000,3,2,51.08,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Setapak,830000,4,3,1433.033,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Segambut,820000,3,2,1262.062,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Wangsa Maju,1050000,4,2,1759.059,Unfurnished,Land area,3,1,0,Condominium,Silver,Large
Setapak,565000,3,2,1362.062,Partly Furnished,Built-up,3,1,0,Condominium,Bronze,Medium
Setapak,1370650,5,3,2685.085,Unfurnished,Built-up,5,1,0,Condominium,Gold,Large
Desa ParkCity,1960000,4,3,2500.0,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
KL City,730000,1,1,744.044,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Kepong,1180000,6,2,45.07,Partly Furnished,Land area,6,0,0,Terrace/Link House,Silver,Small
Kepong,990000,2,4,4035.035,Partly Furnished,Land area,3,0,0,Terrace/Link House,Silver,Extra Large
Sunway SPK,1690000,4,4,48.575,Fully Furnished,Land area,5,1,0,Terrace/Link House,Gold,Small
Desa ParkCity,1110000,2,2,1228.028,Partly Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Desa ParkCity,5460000,9,6,7000.0,Partly Furnished,Built-up,7,1,0,Terrace/Link House,Deluxe,Extra Large
Desa ParkCity,1303000,2,2,1303.003,Partly Furnished,Built-up,2,0,0,Condominium,Gold,Medium
Desa ParkCity,1890000,3,3,48.575,Partly Furnished,Land area,3,0,0,Terrace/Link House,Gold,Small
Desa ParkCity,2400000,6,4,51.08,Partly Furnished,Land area,7,0,0,Terrace/Link House,Gold,Small
Cheras,660000,3,2,1054.054,Partly Furnished,Built-up,3,1,0,Serviced Residence,Silver,Medium
Desa ParkCity,1410000,2,2,1292.092,Partly Furnished,Built-up,2,0,0,Condominium,Gold,Medium
Desa ParkCity,1650000,3,2,1900.0,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Jalan Klang Lama (Old Klang Road),1290000,4,3,2128.028,Fully Furnished,Built-up,3,2,0,Condominium,Gold,Large
Desa ParkCity,1450000,4,2,56.587,Partly Furnished,Land area,3,2,0,Townhouse,Gold,Small
Taman Tun Dr Ismail,1790000,3,2,57.595,Fully Furnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Desa ParkCity,1880000,4,2,47.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Dutamas,518000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Kepong,620000,2,3,1292.092,Partly Furnished,Built-up,3,1,0,Serviced Residence,Bronze,Medium
Dutamas,580000,2,2,872.072,Partly Furnished,Built-up,2,1,0,Serviced Residence,Bronze,Small
Bangsar,7043750,5,4,4025.025,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Extra Large
Desa ParkCity,2500000,3,2,3218.018,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Desa ParkCity,1100000,3,2,1378.078,Fully Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Desa ParkCity,1100000,1,2,1034.034,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Medium
Desa ParkCity,2750000,4,3,3211.011,Unfurnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Desa ParkCity,1990000,4,2,2530.03,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Desa ParkCity,1380000,3,2,1572.072,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Segambut,1100000,4,2,1788.088,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Segambut,820000,2,2,1319.019,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Jalan Klang Lama (Old Klang Road),430000,2,1,775.075,Partly Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Mont Kiara,650000,1,1,633.033,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Mont Kiara,998000,2,1,926.026,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Setapak,480000,2,2,1009.009,Fully Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Jalan Klang Lama (Old Klang Road),628000,2,2,814.014,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
KLCC,2413375,5,2,2245.045,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
KLCC,2357250,5,2,2245.045,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
KLCC,2715300,6,2,2586.086,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
KLCC,1000000,1,1,915.015,Fully Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
KLCC,1435000,4,2,1668.068,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Dutamas,1155600,4,2,1974.074,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
KLCC,2700000,5,2,2615.015,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
KLCC,2200000,5,3,3109.009,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Mont Kiara,780000,2,1,1071.071,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Medium
Jalan Ipoh,420000,2,1,1020.02,Unfurnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Dutamas,1035000,5,2,1853.053,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Dutamas,1046100,4,2,1876.076,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Desa ParkCity,2000000,3,2,1808.008,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Mont Kiara,1210000,3,2,1668.068,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Setapak,298000,2,1,896.096,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Kepong,2100000,6,5,61.585,Unfurnished,Land area,5,1,0,Semi-detached House,Gold,Small
Kepong,1300000,6,3,48.575,Fully Furnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Kepong,530000,2,2,42.565,Partly Furnished,Land area,3,0,0,Terrace/Link House,Bronze,Small
Mont Kiara,680000,1,1,672.072,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
KLCC,1300000,2,1,793.093,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Small
Jalan Klang Lama (Old Klang Road),700000,2,1,704.004,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Small
Sungai Besi,600000,2,2,1025.025,Partly Furnished,Built-up,2,1,0,Serviced Residence,Bronze,Medium
Desa ParkCity,1500000,3,2,1850.05,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Desa ParkCity,1550000,3,2,1850.05,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Desa ParkCity,1350000,3,2,1701.001,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Desa ParkCity,890000,1,2,969.069,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Small
Setapak,365000,2,1,807.007,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Sentul,630000,2,1,738.038,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
Desa ParkCity,1320000,3,2,1572.072,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Desa ParkCity,1080000,2,2,1389.089,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Desa ParkCity,1450000,3,2,1680.08,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Kepong,490000,2,1,930.03,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Taman Tun Dr Ismail,2200000,3,2,54.575,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Cheras,849000,3,4,45.57,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Cheras,320000,2,2,1200.0,Unfurnished,Built-up,3,0,0,Townhouse,Bronze,Medium
Sri Petaling,1350000,4,4,51.08,Partly Furnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Sri Petaling,1198000,3,3,51.08,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Cheras,385000,2,1,819.019,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Desa ParkCity,2850000,5,3,3211.011,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Desa ParkCity,1990000,4,2,48.575,Fully Furnished,Land area,3,1,0,Terrace/Link House,Gold,Small
Desa ParkCity,2500000,5,2,3400.0,Fully Furnished,Built-up,4,1,0,Terrace/Link House,Gold,Large
Bukit Jalil,800000,2,2,1170.07,Fully Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Cheras,298888,2,1,650.05,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Mont Kiara,1530000,4,2,1496.096,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Setapak,425000,2,2,918.018,Unfurnished,Land area,3,1,0,Serviced Residence,Bronze,Small
Jalan Ipoh,450000,2,2,42.064,Partly Furnished,Land area,4,0,0,Townhouse,Bronze,Small
Setapak,790000,3,2,50.08,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Desa ParkCity,2150000,4,2,1808.008,Unfurnished,Built-up,3,1,0,Condominium,Gold,Large
Jalan Ipoh,700000,3,2,1200.0,Partly Furnished,Land area,4,0,0,Townhouse,Silver,Medium
City Centre,2000000,2,1,1442.042,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Large
KLCC,2300000,5,2,2208.008,Partly Furnished,Built-up,5,0,0,Serviced Residence,Gold,Large
